Artikelnummer;Produktnamn;Pris exkl. moms;KategoriID;Dölj produkt
PBMultiVolleybollG1;"";168,0000;;
PBMultiVolleybollG1.attr1;"";208,0000;;
PBMultiVolleybollG2;"";151,2000;;
PBMultiVolleybollG2.attr1;"";191,2000;;
PBMultiVolleybollG3;"";142,4000;;
PBMultiVolleybollG3.attr1;"";182,4000;;
PBMultiVärldenG1.strk1;"Multisport Världen";168,0000;"250";0
PBMultiVärldenG1;"";168,0000;;
PBMultiVärldenG1.attr1;"";208,0000;;
PBMultiVärldenG2;"";151,2000;;
PBMultiVärldenG2.attr1;"";191,2000;;
PBMultiVärldenG3;"";142,4000;;
PBMultiVärldenG3.attr1;"";182,4000;;
PBP151ZAGG;"Rudi fotbollsstayett ";56,0000;"186";0
PBP151ZAGG.attr1;"";56,0000;;
PBP151ZAGG.attr2;"";88,0000;;
PBP153ZAGG;"";88,0000;;
PBP153ZAGG.attr1;"";128,0000;;
PBP192;"Ricky - deltagarpris";36,0000;"198";0
PBP192.attr1;"";36,0000;;
PBP192.attr2;"";68,0000;;
PBP526.strk1;"Badminton Fjäderboll";56,0000;"194";0
PBP526;"";56,0000;;
PBP526.attr1;"";88,0000;;
PBPassionIshockey;"Ishockey Passion";184,0000;"192";0
PBPassionIshockey;"";184,0000;;
PBPassionIshockey;"";224,0000;;
PBPCM1403-3;"PBPCM1403-3 Motorsport";88,0000;"198;211";0
PBPCM1403-1;"";88,0000;;
PBPCM1467-2;"PBPCM1467-2";320,0000;"211";0
PBPCM1467-2.attr1;"";320,0000;;
PBPCM1467-2.attr2;"";380,0000;;
PBPoaklGuld5;"Reapokal guld 160mm ink gravyr";72,0000;"250";1
PBPOKALGULD5;"";72,0000;;
PBPokalGuld4.attr1;"Reapokal guld 185mm gravyr ingår";93,6000;"250";1
PBPokalGuld4;"";93,6000;;
PBPokalSilver4.attr1;"Reapokal silver 185mm gravyr ingår";93,6000;"250";1
PBPokalSilver4;"";93,6000;;
PBRE141B;"Resinfigur Hasprulle 210mm";263,2000;"200";0
PBRE141B;"";263,2000;;
PBRE141B;"";303,2000;;
PBRE188B;"Le Tour 250x250mm";876,0000;"211";0
PBTET43201C.attr1;"Pokal Vida";164,0000;"250";0
PBTET432B01C;"";164,0000;;
PBTET432B01C.grav40;"";196,0000;;
PBTET43202B;"";151,2000;;
PBTET43202B.grav40;"";183,2000;;
PBTET43203A;"";133,6000;;
PBTET43203A.grav40;"";165,6000;;
PBW283;"PBW281-283";176,0000;"130";0
PBW283.attr1;"";176,0000;;
PBW283g;"";256,0000;;
PBW282;"";168,0000;;
PBW282g;"";248,0000;;
PBW281;"";160,0000;;
PBW281g;"";240,0000;;
PBV2BGR.attr1;"Medaljband Blå-Gul-Röd";4,8000;"247;274";0
PBV2BGR;"";4,8000;;
PBV2BGR.R;"";4,0000;;
PBV2BL.attr1;"Medaljband Blå";4,8000;"247;274";0
PBV2BL;"";4,8000;;
PBV2BL.R;"";4,0000;;
PBV2BLGE.attr1;"Medaljband Blå/Gul";4,8000;"247;274";0
PBV2BLGE;"";4,8000;;
PBV2BLGE.R;"";4,0000;;
PBV2BLRO.attr1;"Medaljband Blå/Röd";4,8000;"247;274";0
PBV2BLRO;"";4,8000;;
PBV2BLRO.R;"";4,0000;;
PBV2BLWI.attr1;"Medaljband Blå/Vit";4,8000;"247;274";0
PBV2BLWI;"";4,8000;;
PBV2BLWI.R;"";4,0000;;
PBV2BUWI.attr1;"Medaljband Vinröd/Vit";4,8000;"247;274";0
PBV2BUWI;"";4,8000;;
PBV2BUWI.R;"";4,0000;;
PBV2CATAL.attr1;"Medaljband Gul/Röd Randig";4,8000;"247;274";0
PBV2CATAL;"";4,8000;;
PBV2CATAL.R;"";4,0000;;
PBV2GR.attr1;"Medaljband Grön";4,8000;"247;274";0
PBVP2GR;"";4,8000;;
PBVP2GR.R;"";4,0000;;
PBV2GRB.attr1;"Medaljband Gul-Röd-Blå";4,8000;"247;274";0
PBV2GRB;"";4,8000;;
PBV2GRB.R;"";4,0000;;
PBV2GRGE.attr1;"Medaljband Gul/Grön";4,8000;"247;274";0
PBV2GRGE;"";4,8000;;
PBV2GRGE.R;"";4,0000;;
PBV2GRWI.attr1;"Medaljband Grön/Vit";4,8000;"247;274";0
PBV2GRWI;"";4,8000;;
PBV2GRWI.R;"";4,0000;;
PBV2GRZW.attr1;"Medaljband Grön/Svart";4,8000;"247;274";0
PBV2GRZW;"";4,8000;;
PBV2GRZW.R;"";4,0000;;
PBV2GWR.attr1;"Medaljband Grön/Vit/Röd";4,8000;"247;274";0
PBV2GWR;"";4,8000;;
PBV2GWR.R;"";4,0000;;
PBV2LB.attr1;"Medaljband Ljusblå";4,8000;"247;274";0
PBV2LB;"";4,8000;;
PBV2LB.R;"";4,0000;;
PBV2OLYMP.attr1;"Medaljband Olympiska";4,8000;"247;274";0
PBV2OLYMP;"";4,8000;;
PBV2OLYMP.R;"";4,0000;;
PBV2OR.attr1;"Medaljband Orange";4,8000;"247;274";0
PBV2OR;"";4,8000;;
PBV2OR.R;"";4,0000;;
PBV2PA.attr1;"Medaljband Lila";4,8000;"247;274";0
PBV2PA;"";4,8000;;
PBV2PA.R;"";4,0000;;
PBV2PAWI.attr1;"Medaljband Lila/Vit";4,8000;"247;274";0
PBV2PAWI;"";4,8000;;
PBV2PAWI.R;"";4,0000;;
PBV2RAIN.attr1;"Medaljband Regnbåge";4,8000;"247;274";0
PBV2RAIN2;"";4,8000;;
PBV2RAIN2.R;"";4,0000;;
PBV2RGG.attr1;"Medaljband Grön/Gul/Röd";4,8000;"247;274";0
PBV2RGG;"";4,8000;;
PBV2RGG.R;"";4,0000;;
PBV2RO.attr1;"Medaljband Röd";4,8000;"247;274";0
PBV2RO;"";4,8000;;
PBV2RO.R;"";4,0000;;
PBV2ROGE.attr1;"Medaljband Gul/Röd";4,8000;"247;274";0
PBV2ROGE;"";4,8000;;
PBV2ROGE.R;"";4,0000;;
PBV2ROWI.attr1;"Medaljband Röd/Vit";4,8000;"247;274";0
PBV2ROWI;"";4,8000;;
PBV2ROWI.R;"";4,0000;;
PBV2RWB.attr1;"Medaljband Blå/Vit/Röd";4,8000;"247;274";0
PBV2RWB;"";4,8000;;
PBV2RWB.R;"";4,0000;;
PBV2RWBWR.attr1;"Medaljband Norge";4,8000;"247;274";0
PBV2RWBWR;"";4,8000;;
PBV2RWBWR.R;"";4,0000;;
PBV2RZ.attr1;"Medaljband Rosa";4,8000;"247;274";0
PBV2RZ;"";4,8000;;
PBV2RZ.R;"";4,0000;;
PBV2ZW.attr1;"Medaljband Svart";4,8000;"247;274";0
PBV2ZW;"";4,8000;;
PBV2ZW.R;"";4,0000;;
PBV2ZWGE.attr1;"Medaljband Gul/Svart";4,8000;"247;274";0
PBV2ZWGE;"";4,8000;;
PBV2ZWGE.R;"";4,0000;;
PBV2ZWOR.attr1;"Medaljband Orange/Svart";4,8000;"247;274";0
PBV2ZWOR;"";4,8000;;
PBV2ZWOR.R;"";4,0000;;
PBV2ZWWI.attr1;"Medaljband Svart/Vit";4,8000;"247;274";0
PBV2ZWWI;"";4,8000;;
PBV2ZWWI.R;"";4,0000;;
PBW303.strk1;"Montana";424,0000;"130";0
PBW303.attr1;"";424,0000;;
PBW363.strk1;"PBW361-363, glaspris gravyr ingår";476,0000;"130";0
PBW363;"";476,0000;;
PBW362;"";448,0000;;
PBW361;"";408,0000;;
PBW403FX005.strk1;"Fotboll Flexx Collection på marmorsockel";132,0000;"186;277";0
PBW403FX005;"";132,0000;;
PBW403FX005.attr1;"";172,0000;;
PBW402FX005;"";116,0000;;
PBW402FX005.attr1;"";156,0000;;
PBW401FX005;"";100,0000;;
PBW401FX005.attr1;"";140,0000;;
PBW403FX007.strk1;"Häst Flexx på marmorsockel";132,0000;"190";0
PBW403FX007;"";132,0000;;
PBW403FX007.attr1;"";172,0000;;
PBW402FX007;"";116,0000;;
PBW402FX007.attr1;"";156,0000;;
PBW401FX007;"";100,0000;;
PBW401FX007.attr1;"";140,0000;;
PBW403FX008.strk1;"Tennis Flexx på marmorsockel";132,0000;"194;277";0
PBW403FX008;"";132,0000;;
PBW403FX008.attr1;"";172,0000;;
PBW402FX008;"";116,0000;;
PBW402FX008.attr1;"";156,0000;;
PBW401FX008;"";100,0000;;
PBW401FX008.attr1;"";140,0000;;
PBW403FX009.strk1;"Kampsport Flexx på marmorsockel";132,0000;"196";0
PBW403FX009;"";132,0000;;
PBW403FX009.attr1;"";172,0000;;
PBW402FX009;"";116,0000;;
PBW402FX009.attr1;"";156,0000;;
PBW401FX009;"";100,0000;;
PBW401FX009.attr1;"";140,0000;;
PBW403FX010.strk1;"Biljard Flexx på marmorsockel";132,0000;"211";0
PBW403FX010;"";132,0000;;
PBW403FX010.attr1;"";172,0000;;
PBW402FX010;"";116,0000;;
PBW402FX010.attr1;"";156,0000;;
PBW401FX010;"";100,0000;;
PBW401FX010.attr1;"";140,0000;;
PBW403FX011.strk1;"Boule Flexx på marmorsockel";132,0000;"197";0
PBW403FX011;"";132,0000;;
PBW403FX011.attr1;"";172,0000;;
PBW402FX011;"";116,0000;;
PBW402FX011.attr1;"";156,0000;;
PBW401FX011;"";100,0000;;
PBW401FX011.attr1;"";140,0000;;
PBW403FX013.strk1;"Fotboll Målvakt Flexx Collection på marmorsockel";132,0000;"186";0
PBW403FX013;"";132,0000;;
PBW403FX013.attr1;"";172,0000;;
PBW402FX013;"";116,0000;;
PBW402FX013.attr1;"";156,0000;;
PBW401FX013;"";100,0000;;
PBW401FX013.attr1;"";140,0000;;
PBW403FX014.strk1;"Domare Flexx Collection på marmosockel";132,0000;"184;186;189;191;192;211;277";0
PBW403FX014;"";132,0000;;
PBW403FX014.attr1;"";172,0000;;
PBW402FX014;"";116,0000;;
PBW402FX014.attr1;"";156,0000;;
PBW401FX014;"";100,0000;;
PBW401FX014.attr1;"";140,0000;;
PBW403FX015.strk1;"Ishockey Flexx Collection på marmorsockel";132,0000;"192;277";0
PBW403FX015;"";132,0000;;
PBW403FX015.attr1;"";172,0000;;
PBW402FX015;"";116,0000;;
PBW402FX015.attr1;"";156,0000;;
PBW401FX015;"";100,0000;;
PBW401FX015.attr1;"";140,0000;;
PBW403FX016.strk1;"Boxning Flexx på marmorsockel";132,0000;"196";0
PBW403FX016;"";132,0000;;
PBW403FX016.attr1;"";172,0000;;
PBW402FX016;"";116,0000;;
PBW402FX016.attr1;"";156,0000;;
PBW401FX016;"";100,0000;;
PBW401FX016.attr1;"";140,0000;;
PBW403FX017.strk1;"Dart Flexx Collection på marmorsockel";132,0000;"202";0
PBW403FX017;"";132,0000;;
PBW403FX017.attr1;"";172,0000;;
PBW402FX017;"";116,0000;;
PBW402FX017.attr1;"";156,0000;;
PBW401FX017;"";100,0000;;
PBW401FX017.attr1;"";140,0000;;
PBW403FX018.strk1;"Poker Flexx på marmorsockel";132,0000;"220";0
PBW403FX018;"";132,0000;;
PBW403FX018.attr1;"";172,0000;;
PBW402FX018;"";116,0000;;
PBW402FX018.attr1;"";156,0000;;
PBW401FX018;"";100,0000;;
PBW401FX018.attr1;"";140,0000;;
PBW403FX019.strk1;"Pingis Flexx på marmorsockel";132,0000;"194";0
PBW403FX019;"";132,0000;;
PBW403FX019.attr1;"";172,0000;;
PBW402FX019;"";116,0000;;
PBW402FX019.attr1;"";156,0000;;
PBW401FX019;"";100,0000;;
PBW401FX019.attr1;"";140,0000;;
PBW403FX020.strk1;"Gokart Flexx på marmorsockel";132,0000;"198";0
PBW403FX020;"";132,0000;;
PBW403FX020.attr1;"";172,0000;;
PBW402FX020;"";116,0000;;
PBW402FX020.attr1;"";156,0000;;
PBW401FX020;"";100,0000;;
PBW401FX020.attr1;"";140,0000;;
PBW403FX022.strk1;"Streetdance Flexx på marmorsockel";132,0000;"211";0
PBW403FX022;"";132,0000;;
PBW403FX022.attr1;"";172,0000;;
PBW402FX022;"";116,0000;;
PBW402FX022.attr1;"";156,0000;;
PBW401FX022;"";100,0000;;
PBW401FX022.attr1;"";140,0000;;
PBW403FX023.strk1;"Simning Flexx på marmorsockel";132,0000;"204";0
PBW403FX023;"";132,0000;;
PBW403FX023.attr1;"";172,0000;;
PBW402FX023;"";116,0000;;
PBW402FX023.attr1;"";156,0000;;
PBW401FX023;"";100,0000;;
PBW401FX023.attr1;"";140,0000;;
PBW403FX025.strk1;"Musik Flexx på marmorsockel";132,0000;"211";0
PBW403FX025;"";132,0000;;
PBW403FX025.attr1;"";172,0000;;
PBW402FX025;"";116,0000;;
PBW402FX025.attr1;"";156,0000;;
PBW401FX025;"";100,0000;;
PBW401FX025.attr1;"";140,0000;;
PBW403FX026.strk1;"Motor Flexx på marmorsockel";132,0000;"198";0
PBW403FX026;"";132,0000;;
PBW403FX026.attr1;"";172,0000;;
PBW402FX026;"";116,0000;;
PBW402FX026.attr1;"";156,0000;;
PBW401FX026;"";100,0000;;
PBW401FX026.attr1;"";140,0000;;
PBW403FX028.strk1;"Badminton Flexx på marmorsockel";132,0000;"194";0
PBW403FX028;"";132,0000;;
PBW403FX028.attr1;"";172,0000;;
PBW402FX028;"";116,0000;;
PBW402FX028.attr1;"";156,0000;;
PBW401FX028;"";100,0000;;
PBW401FX028.attr1;"";140,0000;;
PBW403FX029.strk1;"Basket Flexx på marmorsockel";132,0000;"184;277";0
PBW403FX029;"";132,0000;;
PBW403FX029.attr1;"";172,0000;;
PBW402FX029;"";116,0000;;
PBW402FX029.attr1;"";156,0000;;
PBW401FX029;"";100,0000;;
PBW401FX029.attr1;"";140,0000;;
PBW403FX030.strk1;"Cykel Flexx på marmorsockel";132,0000;"211";0
PBW403FX030;"";132,0000;;
PBW403FX030.attr1;"";172,0000;;
PBW402FX030;"";116,0000;;
PBW402FX030.attr1;"";156,0000;;
PBW401FX030;"";100,0000;;
PBW401FX030.attr1;"";140,0000;;
PBW403FX031.strk1;"Schack Flexx på marmorsockel";132,0000;"211";0
PBW403FX031;"";132,0000;;
PBW403FX031.attr1;"";172,0000;;
PBW402FX031;"";116,0000;;
PBW402FX031.attr1;"";156,0000;;
PBW401FX031;"";100,0000;;
PBW401FX031.attr1;"";140,0000;;
PBW403FX035.strk1;"Handboll Flexx på marmorsockel";132,0000;"189;277";0
PBW403FX035;"";132,0000;;
PBW403FX035.attr1;"";172,0000;;
PBW402FX035;"";116,0000;;
PBW402FX035.attr1;"";156,0000;;
PBW401FX035;"";100,0000;;
PBW401FX035.attr1;"";140,0000;;
PBW403FX038.strk1;"Löpning Flexx på marmorsockel";132,0000;"187";0
PBW403FX038;"";132,0000;;
PBW403FX038.attr1;"";172,0000;;
PBW402FX038;"";116,0000;;
PBW402FX038.attr1;"";156,0000;;
PBW401FX038;"";100,0000;;
PBW401FX038.attr1;"";140,0000;;
PBW403FX039.strk1;"Dans Flexx på marmorsockel";132,0000;"211";0
PBW403FX039;"";132,0000;;
PBW403FX039.attr1;"";172,0000;;
PBW402FX039;"";116,0000;;
PBW402FX039.attr1;"";156,0000;;
PBW401FX039;"";100,0000;;
PBW401FX039.attr1;"";140,0000;;
PBW403FX040.strk1;"Bowling Flexx på marmorsockel";132,0000;"197";0
PBW403FX040;"";132,0000;;
PBW403FX040.attr1;"";172,0000;;
PBW402FX040;"";116,0000;;
PBW402FX040.attr1;"";156,0000;;
PBW401FX040;"";100,0000;;
PBW401FX040.attr1;"";140,0000;;
PBW403FX044.strk1;"Slalompris Flexx på marmorsockel";132,0000;"206";0
PBW403FX044;"";132,0000;;
PBW403FX044.attr1;"";172,0000;;
PBW402FX044;"";116,0000;;
PBW402FX044.attr1;"";156,0000;;
PBW401FX044;"";100,0000;;
PBW401FX044.attr1;"";140,0000;;
PBW403FX045.strk1;"Längdskidor Flexx på marmorsockel";132,0000;"206";0
PBW403FX045;"";132,0000;;
PBW403FX045.attr1;"";172,0000;;
PBW402FX045;"";116,0000;;
PBW402FX045.attr1;"";156,0000;;
PBW401FX045;"";100,0000;;
PBW401FX045.attr1;"";140,0000;;
PBV42BG.attr1;"Medaljband Brons";8,0000;"247;274";0
PBV42BG;"";8,0000;;
PBV42B.R;"";7,2000;;
PBV42GG.attr1;"Medaljband Guld";8,0000;"247;274";0
PBV42GG;"";8,0000;;
PBV42GG.R;"";7,2000;;
PBV42ZG.attr1;"Medaljband Silver";8,0000;"247;274";0
PBV42ZG;"";8,0000;;
PBV42ZG.R;"";7,2000;;
PBV45MULTI.attr1;"Medaljband Motor";4,8000;"247;274";0
PBV45MULTI;"";4,8000;;
PBV45MULTI.R;"";4,0000;;
PBW511CL;"W510-513";180,0000;"130";0
PBW510CL.strk4;"";180,0000;;
PBW511CL.strk3;"";236,0000;;
PBW512CL.strk2;"";272,0000;;
PBW513CL.strk1;"";316,0000;;
PBW510CL.strk4.grav150;"";300,0000;;
PBW511CL.strk3.grav150;"";356,0000;;
PBW512CL.strk2.grav150;"";392,0000;;
PBW513CL.strk1.grav150;"";436,0000;;
PBW603.strk1;"Savannah Award";1012,0000;"127;130";0
PBW603;"";1012,0000;;
PBW603.attr1;"";1132,0000;;
PBW603Padel;"Padel Crystal Award";1012,0000;"194;283";0
PBW626;"Heart of Glass";548,0000;"130";0
PBW626.attr2;"";548,0000;;
PBW643.strk1;"Crystal Plate & Stand";1020,0000;"122;127;130";0
PBW643;"";1020,0000;;
PBW643.attr1;"";1100,0000;;
PBW671;"Alaska Glass Award Gravyr ingår";956,0000;"127;130";0
PBW69001;"Miami Glass Awards Gold-Silver-Bronze 235mm";1192,0000;"127;130;228";0
PBW69001.grav;"";1192,0000;;
PBW69002.grav;"";1192,0000;;
PBW69026.grav;"";1192,0000;;
PBV8ZWRO.attr1;"Medaljband Röd/Svart";4,8000;"247;274";0
PBV8ZWRO;"";4,8000;;
PBV8ZWRO.R;"";4,0000;;
PBX155BL;"Medaljask exklusiv oval 70/90 mm";124,0000;"248;290";0
PBX155BL.attr1;"";124,0000;;
PBB140BL;"";111,2000;;
PBX481.01.attr1;"Pokal Mamut XL guld";840,0000;"251";1
PBX481.01;"";840,0000;;
PBX481.02;"Pokal Mamut XL silver";840,0000;"251";1
PBX481.02.attr1;"";840,0000;;
PBX48101bodybuilding;"Bodybuildingpokal dam guld 510mm";884,0000;"276";0
PBX48101bodybuilding.attr1;"";884,0000;;
PBX48101bodybuilding.attr2;"";964,0000;;
PBX720.strk1;"Sign";1080,0000;"122";0
PBX720;"";1080,0000;;
PBX720.attr1;"";1320,0000;;
PBX783.01.strk;"Pokal Mamut guld";120,0000;"250";0
PBX781.01;"";120,0000;;
PBX781.01.attr1;"";156,0000;;
PBX782.01;"";152,0000;;
PBX782.01.attr1;"";192,0000;;
PBX783.01;"";200,0000;;
PBX783.01.attr2'1;"";236,0000;;
PBX783.02;"Pokal Mamut silver";120,0000;"250";0
PBX781.02;"";120,0000;;
PBX781.02.attr1;"";156,0000;;
PBX782.02;"";152,0000;;
PBX782.02.attr1;"";192,0000;;
PBX783.02.attr1;"";200,0000;;
PBX783.02.attr2;"";236,0000;;
PBZäta.S;"PBZäta.S";56,0000;"192";0
PBZäta.S.attr1;"";56,0000;;
PBZäta.S.attr2;"";88,0000;;
PD174953;"Dopfotoalbum blå 21x16 cm";576,0000;"163";0
PD174953.attr1;"";576,0000;;
PD174953.attr2;"";656,0000;;
PD174954.strk1;"Dopfotoalbum rosa 21x16 cm";576,0000;"163";0
PD174954;"";576,0000;;
PD174954.attr1;"";656,0000;;
PD201010;"Dopflaggstång 42cm nysilver";796,0000;"154;163";0
PD201010.attr2;"";796,0000;;
PD201014;"Flaggstång mässingpläterad 42cm";796,0000;"154;163";0
PD201014.attr2;"";796,0000;;
PD201015.strk1;"Flaggstång krom med svensk handsydd flagga. 50cm";478,4000;"154;163";0
PD201015;"";478,4000;;
PD201015.attr1;"";718,4000;;
PD311605;"Kammarljusstake i tenn";1080,0000;"125";0
PD311605.attr1;"";1080,0000;;
PD311605.attr2;"";1200,0000;;
PD311633;"Dop Tennskål 100x60mm gravyr ingår.";672,0000;"125;163";0
PDE7120;"Bägare Anna Mässing";520,0000;"125;185;187;190;194;202;203;224";0
PDE7120.grav;"";520,0000;;
PDE7118.grav;"";440,0000;;
PDE7116.grav;"";368,0000;;
PDE7170;"Bägare Anna Förnicklad Mässing";520,0000;"125;185;187;190;194;197;198;203;206;276";0
PDE7170.grav;"";520,0000;;
PDE7168.grav;"";440,0000;;
PDE7166.grav;"";368,0000;;
PDE7178;"Pärlan klassisk bägare gravyr ingår";380,0000;"125;185;190;194;203;224;227;283";0
PDE7178.grav;"";380,0000;;
PDE7177.grav;"";316,0000;;
PDE7176.grav;"";260,0000;;
PECEL300;"Celtic Lion Double Band";760,0000;"125";0
PECEL300.attr1;"";760,0000;;
PECEL300.attr2;"";920,0000;;
PEEP002;"Plain Straight";560,0000;"125";1
PEEP002.attr1;"";560,0000;;
PEEP002.attr2;"";720,0000;;
PEEP049;"ST Georgian Handle/Brass";680,0000;"125";0
PEEP049.attr1;"";680,0000;;
PEEP049.attr2;"";840,0000;;
PEPRAO;"Prao elev";0,0000;"215";0
PEPRAO.attr1;"";0,0000;;
PEPRAO.attr2;"";1120,0000;;
PEPRAO.attr3;"";2600,0000;;
PEPRAO.attr4;"";4800,0000;;
PETAVLAEK800;"Ektavla 800x200mm";1596,0000;"122";1
PF070/3Dart;"Dartpil silver 140mm";44,0000;"202";0
PF070/3Dart.attr1;"";44,0000;;
PF070/3Dart.attr2;"";68,0000;;
PF12345.strk1;"Minnestavla, HIO, KM, Sponsor,plats för 56 gravyrplåtar eller mer";0,0000;"122;227;287";0
PF12345;"";0,0000;;
PF12345.attr1;"";0,0000;;
PF12345.attr2;"";0,0000;;
PF12345.attr3;"";0,0000;;
PF12345.attr4;"";0,0000;;
PF12345.attr5;"";0,0000;;
PF12345.attr6;"";0,0000;;
PF12345.attr7;"";0,0000;;
PF12345.attr8;"";0,0000;;
PF12345.attr9;"";0,0000;;
PF12345.attr10;"";0,0000;;
PF12345.attr11;"";0,0000;;
PF12345.attr12;"";0,0000;;
PF12345.attr13;"";0,0000;;
PF12345.attr14;"";0,0000;;
PF12345.attr15;"";0,0000;;
PFA106X55;"KM-tavla, Minnes-tavla, Sponsortavla, 106x55cm. Plats för 44 st vinnare, utförande i bok natur";0,0000;"227;287";0
PFA75X50;"Företagstavla Valnöt 75x50cm";0,0000;"287";0
PFJamesH.strk1;"James golfstaty i verklig storlek 195 cm";5680,0000;"227";1
PFJamesH;"";5680,0000;;
PG117060300.strk1;"Ajax";160,0000;"186";0
PG117060300;"";160,0000;;
PG117060300.attr1;"";200,0000;;
PG117060220;"";112,0000;;
PG117060220.attr1;"";152,0000;;
PG117060160;"";80,0000;;
PG117060160.attr1;"";120,0000;;
PG22411.strk1;"Zenga";152,0000;"186";0
PG22411;"";152,0000;;
PG22411.attr1;"";192,0000;;
PG22412.attr1;"Branco";224,0000;"186";1
PG22412.grav50;"";224,0000;;
PG2384.strk1;"Helene";540,0000;"190";0
PG2384.attr1;"";540,0000;;
PG2605.strk1;"Cantona träningspris";128,0000;"184;186;187;189;191;192;194;195;277";1
PG2605;"";128,0000;;
PG2605.attr1;"";168,0000;;
PG2774.strk1;"Marcus";23,2000;"189";0
PG2774;"";23,2000;;
PG2774.attr1;"";55,2000;;
PG2979.strk1;"Zäta";36,0000;"192";0
PG2979;"";36,0000;;
PG2979.attr1;"";68,0000;;
PG2989.strk1;"Diamant";79,2000;"130;211;224";0
PG2989;"";79,2000;;
PG2988;"";95,2000;;
PG2987;"";111,2000;;
PG2986;"";716,0000;;
PG2989.attr1;"";127,2000;;
PG2988.attr1;"";143,2000;;
PG2987.attr1;"";159,2000;;
PG2986.attr1;"";796,0000;;
PG2989.attr2;"";175,2000;;
PG2988.attr2;"";191,2000;;
PG2987.attr2;"";207,2000;;
PG2986.attr2;"";876,0000;;
PG3165.strk1;"Badminton Crystal Cubes";104,0000;"194";0
PG3165;"";104,0000;;
PG3165.attr1;"";144,0000;;
PG3166;"";88,0000;;
PG3166.attr1;"";128,0000;;
PG3167;"";80,0000;;
PG3167.attr1;"";120,0000;;
PG3168;"";56,0000;;
PG3168.attr1;"";88,0000;;
PG33117G.strk1;"Innebandymedalj 40mm";8,0000;"191;245";0
PG33117G;"";8,0000;;
PG33117G.attr1;"";14,4000;;
PG33117S;"";8,0000;;
PG33117S.attr1;"";14,4000;;
PG33117B;"";8,0000;;
PG33117B.attr1;"";14,4000;;
PG35-205.strk1;"Medalj Handboll 50mm";12,0000;"189;245";0
PG35-205;"";12,0000;;
PG35-205.attr10;"";12,0000;;
PG35-205.attr20;"";12,0000;;
PG35-205.attr01;"";20,0000;;
PG35-205.attr11;"";20,0000;;
PG35-205.attr12;"";20,0000;;
PG3570.attr1;"Glasliraren 125mm";111,2000;"184;186;189;191;192;194;195;196;197;198;203;211;227;255;276;283";0
PG3570;"";111,2000;;
PG3570.grav50;"";151,2000;;
PG38-149;"Ordförandeklubba";476,0000;"226";0
PG39-98.strk1;"Viking";280,0000;"186;192;211";0
PG39-98;"";280,0000;;
PG39-98.attr1;"";320,0000;;
PG3B01A-1;"Pokal Julia Gravyr ingår";620,0000;"251";0
PG3B01A-1.grav;"";620,0000;;
PG3B01A-2.grav;"";540,0000;;
PG3B01A-3.grav;"";436,0000;;
PG3B01A-4.grav;"";356,0000;;
PG3B01A-1ORIENT;"Julia Orientering, stor guldpokal";620,0000;"211;251";0
PG3B01A-1ORIENT.grav;"";620,0000;;
PG3B01A-2ORIENT.grav;"";540,0000;;
PG3B01A-3ORIENT.grav;"";436,0000;;
PG3B01A-4ORIENT.grav;"";356,0000;;
PG3B01A-Padel1;"Padeltennis Pokal Guld";636,0000;"194;283";0
PG3B01A-Padel1.grav;"";636,0000;;
PG3B01A-Pade2l.grav;"";556,0000;;
PG3B01A-Padel3.grav;"";452,0000;;
PG3B01A-Padel4.grav;"";372,0000;;
PG3B01B-1.strk1;"Pokal Janet. Gravyr ingår";796,0000;"251";0
PG3B01B-1S.attr1;"";796,0000;;
PG3B01B-2S.attr1;"";696,0000;;
PG3B01B-3S.attr1;"";536,0000;;
PG3B01B-4S.attr1;"";436,0000;;
PG3B02A-1.strk1;"Pokal Julian";620,0000;"251";0
PG3B02A-1;"";620,0000;;
PG3B02A-2;"";540,0000;;
PG3B02A-3;"";436,0000;;
PG3B02A-4;"";356,0000;;
PG3B02A-Badminton1;"Badminton Pokal Silver";560,0000;"194";0
PG3B02A-Badminton1.grav;"";560,0000;;
PG3B02A-Badminton2.grav;"";520,0000;;
PG3B02A-Badminton3.grav;"";428,0000;;
PG3B02A-Badminton4.grav;"";352,0000;;
PG3B02A-Padel-1;"Julian Padeltennis Pokal Silver";636,0000;"194;251;283";0
PG3B02A-Padel-1.grav;"";636,0000;;
PG3B02A-Padel-2.grav;"";556,0000;;
PG3B02A-Padel-3.grav;"";452,0000;;
PG3B02A-Padel-4.grav;"";372,0000;;
PG40040G.strk1;"Pokermedalj 40mm";14,4000;"220";0
PG40040G;"";14,4000;;
PG40040G.attr1;"";26,4000;;
PG40040S;"";14,4000;;
PG40040S.attr1;"";26,4000;;
PG40040B;"";14,4000;;
PG40040B.attr1;"";26,4000;;
PG4080G.strk1;"Padeltennis";116,0000;"194;283";0
PG4080G;"";116,0000;;
PG4080S;"";116,0000;;
PG4080B;"";116,0000;;
PG42206G.strk1;"Gymnastikmedalj tjej/kille 40mm";7,2000;"224;245";0
PG42206G;"";7,2000;;
PG42206G.attr1;"";13,6000;;
PG42206S;"";8,0000;;
PG42206S.attr1;"";14,4000;;
PG42206B;"";8,0000;;
PG42206B.attr1;"";14,4000;;
PG42208G.attr1;"Ishockeymedalj 40mm";7,2000;"192;245";0
PG42208G;"";7,2000;;
PG42208G.grav8;"";13,6000;;
